Mes,Dia,Hora,Gt(i)_mean,Gt(i)_std,T2m_mean,T2m_std
6,16,11,430.95,201.97,18.55,2.9
6,16,12,478.85,216.88,19.67,3.06
6,16,13,457.41,208.61,20.26,3.26
6,16,14,414.55,179.6,20.41,3.36
6,16,15,307.98,132.76,20.27,3.4
6,16,16,155.71,82.27,19.83,3.49
6,16,17,17.9,17.64,18.82,3.23
6,16,18,0.0,0.0,17.38,2.8
6,16,19,0.0,0.0,16.31,2.48
6,16,20,0.0,0.0,15.59,2.24
6,16,21,0.0,0.0,15.33,2.18
6,16,22,0.0,0.0,14.98,2.2
6,16,23,0.0,0.0,14.62,2.19
6,17,0,0.0,0.0,13.88,2.22
6,17,1,0.0,0.0,13.55,2.21
6,17,2,0.0,0.0,13.35,2.21
6,17,3,0.0,0.0,13.19,2.16
6,17,4,0.0,0.0,13.09,2.13
6,17,5,0.0,0.0,12.98,2.11
6,17,6,0.0,0.0,12.83,2.12
6,17,7,10.18,6.16,12.67,2.16
6,17,8,125.06,63.71,13.61,1.9
6,17,9,246.91,116.19,15.75,1.77
6,17,10,370.13,155.19,17.79,2.12
6,17,11,495.48,164.44,19.51,2.26
6,17,12,604.83,121.15,20.66,2.37
6,17,13,605.67,92.86,21.48,2.35
6,17,14,521.69,79.54,21.89,2.33
6,17,15,380.41,65.39,21.91,2.32
6,17,16,199.8,52.78,21.63,2.23
6,17,17,24.69,16.44,20.35,2.14
6,17,18,0.0,0.0,18.57,2.01
6,17,19,0.0,0.0,17.28,2.06
6,17,20,0.0,0.0,16.38,2.11
6,17,21,0.0,0.0,15.05,2.13
6,17,22,0.0,0.0,14.49,2.22
6,17,23,0.0,0.0,14.17,2.23
6,18,0,0.0,0.0,14.16,1.96
6,18,1,0.0,0.0,13.72,1.95
6,18,2,0.0,0.0,13.43,1.96
6,18,3,0.0,0.0,13.16,1.97
6,18,4,0.0,0.0,13.02,2.13
6,18,5,0.0,0.0,12.75,2.18
6,18,6,0.0,0.0,12.46,2.26
6,18,7,10.89,5.66,12.31,2.27
6,18,8,147.49,50.75,13.27,2.13
6,18,9,301.51,97.97,15.84,2.62
6,18,10,439.49,121.35,18.0,2.91
6,18,11,498.77,202.48,19.83,2.78
6,18,12,596.96,134.54,21.17,2.61
6,18,13,603.74,71.15,22.01,2.47
6,18,14,447.0,158.02,22.45,2.39
6,18,15,313.22,111.64,22.38,2.33
6,18,16,157.33,78.95,21.44,2.11
6,18,17,19.38,10.2,20.16,2.11
6,18,18,0.0,0.0,18.35,2.01
6,18,19,0.0,0.0,17.05,1.9
6,18,20,0.0,0.0,16.25,1.81
6,18,21,0.0,0.0,15.67,2.01
6,18,22,0.0,0.0,15.08,1.95
6,18,23,0.0,0.0,14.64,1.93
6,19,0,0.0,0.0,14.4,1.65
6,19,1,0.0,0.0,14.19,1.64
6,19,2,0.0,0.0,13.99,1.65
6,19,3,0.0,0.0,13.76,1.64
6,19,4,0.0,0.0,13.45,1.85
6,19,5,0.0,0.0,13.29,1.82
6,19,6,0.0,0.0,13.06,1.93
6,19,7,9.76,5.48,12.94,2.06
6,19,8,105.48,53.58,13.7,1.91
6,19,9,202.65,114.32,15.7,2.23
6,19,10,309.91,166.02,17.77,2.66
6,19,11,488.4,187.15,19.4,2.84
6,19,12,572.36,184.1,20.58,2.93
6,19,13,566.33,166.76,21.23,3.09
6,19,14,473.25,143.24,21.48,3.23
6,19,15,338.39,126.0,21.31,3.26
6,19,16,177.56,76.95,20.81,3.22
6,19,17,23.82,16.99,19.56,2.95
6,19,18,0.0,0.0,17.94,2.52
6,19,19,0.0,0.0,16.82,2.15
6,19,20,0.0,0.0,16.04,1.92
6,19,21,0.0,0.0,15.7,1.85
6,19,22,0.0,0.0,15.18,1.87
6,19,23,0.0,0.0,14.74,1.7
6,20,0,0.0,0.0,14.43,1.45
6,20,1,0.0,0.0,14.13,1.46
6,20,2,0.0,0.0,13.87,1.51
6,20,3,0.0,0.0,13.65,1.56
6,20,4,0.0,0.0,13.42,1.45
6,20,5,0.0,0.0,13.25,1.5
6,20,6,0.0,0.0,13.01,1.47
6,20,7,8.28,5.89,12.98,1.61
6,20,8,127.86,77.16,13.87,1.42
6,20,9,243.58,147.87,16.03,1.99
6,20,10,342.55,206.56,17.83,2.63
6,20,11,448.0,243.8,19.21,3.02
6,20,12,468.47,254.78,20.23,3.28
6,20,13,471.4,229.65,20.76,3.42
6,20,14,403.46,188.96,20.95,3.54
6,20,15,308.06,134.91,20.82,3.59
6,20,16,147.23,83.85,20.49,3.62
6,20,17,17.56,11.4,19.5,3.23
6,20,18,0.0,0.0,17.98,2.66
6,20,19,0.0,0.0,16.9,2.21
6,20,20,0.0,0.0,16.28,2.05
6,20,21,0.0,0.0,15.52,1.77
6,20,22,0.0,0.0,15.11,1.61
6,20,23,0.0,0.0,14.73,1.5
6,21,0,0.0,0.0,14.56,1.67
6,21,1,0.0,0.0,14.29,1.6
6,21,2,0.0,0.0,14.07,1.57
6,21,3,0.0,0.0,13.86,1.61
6,21,4,0.0,0.0,13.76,1.68
6,21,5,0.0,0.0,13.56,1.67
6,21,6,0.0,0.0,13.33,1.72
6,21,7,7.88,5.33,13.24,1.72
6,21,8,120.94,64.57,13.96,1.6
6,21,9,244.49,123.76,16.05,2.03
6,21,10,340.3,170.84,17.81,2.57
6,21,11,400.0,224.46,19.1,3.09
6,21,12,473.99,228.42,20.07,3.44
6,21,13,447.85,202.7,20.67,3.61
6,21,14,352.93,187.76,20.93,3.68
6,21,15,265.01,150.57,20.9,3.72
6,21,16,134.98,84.54,20.34,3.58
6,21,17,20.86,10.82,19.3,3.28
6,21,18,0.0,0.0,17.94,2.8
6,21,19,0.0,0.0,16.94,2.4
6,21,20,0.0,0.0,16.31,2.17
6,21,21,0.0,0.0,15.88,2.05
6,21,22,0.0,0.0,15.38,1.85
6,21,23,0.0,0.0,14.91,1.72
6,22,0,0.0,0.0,14.8,1.95
6,22,1,0.0,0.0,14.49,1.9
6,22,2,0.0,0.0,14.21,1.89
6,22,3,0.0,0.0,13.92,1.93
6,22,4,0.0,0.0,13.64,1.88
6,22,5,0.0,0.0,13.56,1.98
6,22,6,0.0,0.0,13.37,2.14
6,22,7,9.08,5.28,13.24,2.27
6,22,8,122.0,68.85,13.91,1.95
6,22,9,251.38,119.0,15.67,1.87
6,22,10,351.75,158.04,17.45,2.18
6,22,11,434.82,211.77,18.88,2.52
6,22,12,531.87,205.79,19.9,2.78
6,22,13,501.37,197.77,20.53,2.97
6,22,14,441.12,155.58,20.89,3.08
6,22,15,304.56,128.64,20.88,3.06
6,22,16,158.06,73.84,20.37,3.07
6,22,17,21.93,10.19,19.3,2.8
6,22,18,0.0,0.0,17.75,2.3
6,22,19,0.0,0.0,16.58,1.84
6,22,20,0.0,0.0,15.81,1.58
6,22,21,0.0,0.0,15.9,2.22
6,22,22,0.0,0.0,15.56,2.23
6,22,23,0.0,0.0,15.2,2.08
6,23,0,0.0,0.0,14.12,1.04
6,23,1,0.0,0.0,13.79,0.99
6,23,2,0.0,0.0,13.46,0.93
6,23,3,0.0,0.0,13.16,0.93
6,23,4,0.0,0.0,12.75,0.99
6,23,5,0.0,0.0,12.5,1.07
6,23,6,0.0,0.0,12.33,1.09
6,23,7,7.85,5.0,12.16,1.22
6,23,8,134.86,68.48,13.06,1.1
6,23,9,259.7,110.37,15.35,1.83
6,23,10,385.29,156.34,17.38,2.39
6,23,11,507.26,190.54,18.97,2.78
6,23,12,574.52,173.03,20.06,3.07
6,23,13,563.32,147.53,20.76,3.18
6,23,14,489.23,145.23,21.1,3.22
6,23,15,350.2,112.01,21.01,3.27
6,23,16,167.36,90.3,20.5,3.17
6,23,17,26.49,18.23,19.31,2.92
6,23,18,0.0,0.0,17.81,2.74
6,23,19,0.0,0.0,16.65,2.49
6,23,20,0.0,0.0,15.68,2.15
6,23,21,0.0,0.0,15.33,1.41
6,23,22,0.0,0.0,14.82,1.29
6,23,23,0.0,0.0,14.46,1.19
6,24,0,0.0,0.0,13.87,1.18
6,24,1,0.0,0.0,13.64,1.16
6,24,2,0.0,0.0,13.42,1.2
6,24,3,0.0,0.0,13.22,1.34
6,24,4,0.0,0.0,13.05,1.48
6,24,5,0.0,0.0,12.93,1.53
6,24,6,0.0,0.0,12.73,1.51
6,24,7,8.29,5.25,12.57,1.54
6,24,8,119.58,62.02,13.31,1.52
6,24,9,239.01,121.56,15.42,2.01
6,24,10,368.27,178.12,17.46,2.6
6,24,11,456.79,220.95,19.06,3.0
6,24,12,554.82,204.15,20.17,3.25
6,24,13,543.3,192.05,20.85,3.46
6,24,14,473.1,164.18,21.05,3.64
6,24,15,315.65,126.82,20.92,3.7
6,24,16,151.46,93.8,20.46,3.73
6,24,17,21.64,16.89,19.26,3.43
6,24,18,0.0,0.0,17.7,2.96
6,24,19,0.0,0.0,16.58,2.41
6,24,20,0.0,0.0,15.8,2.0
6,24,21,0.0,0.0,15.0,1.75
6,24,22,0.0,0.0,14.52,1.45
6,24,23,0.0,0.0,14.17,1.29
6,25,0,0.0,0.0,14.22,1.46
6,25,1,0.0,0.0,14.07,1.5
6,25,2,0.0,0.0,13.89,1.46
6,25,3,0.0,0.0,13.63,1.27
6,25,4,0.0,0.0,13.3,1.19
6,25,5,0.0,0.0,13.17,1.18
6,25,6,0.0,0.0,13.05,1.14
6,25,7,6.67,4.92,12.94,1.13
6,25,8,124.84,61.57,13.75,1.19
6,25,9,226.56,133.4,15.77,2.13
6,25,10,315.46,193.02,17.77,2.78
6,25,11,388.41,230.8,19.34,3.15
6,25,12,460.19,250.86,20.45,3.4
6,25,13,458.81,244.94,21.1,3.48
6,25,14,396.6,220.15,21.3,3.56
6,25,15,279.35,160.49,21.19,3.61
6,25,16,145.7,86.2,20.59,3.6
6,25,17,21.1,18.33,19.59,3.4
6,25,18,0.0,0.0,18.18,3.05
6,25,19,0.0,0.0,17.19,2.82
6,25,20,0.0,0.0,16.35,2.49
6,25,21,0.0,0.0,15.28,1.76
6,25,22,0.0,0.0,14.9,1.58
6,25,23,0.0,0.0,14.53,1.47
6,26,0,0.0,0.0,14.79,1.91
6,26,1,0.0,0.0,14.59,1.91
6,26,2,0.0,0.0,14.37,1.9
6,26,3,0.0,0.0,14.18,1.89
6,26,4,0.0,0.0,14.01,1.87
6,26,5,0.0,0.0,13.91,1.92
6,26,6,0.0,0.0,13.75,1.95
6,26,7,8.16,5.22,13.6,1.92
6,26,8,130.86,68.11,14.35,2.11
6,26,9,243.5,129.97,16.32,2.62
6,26,10,347.35,175.42,18.11,2.92
6,26,11,468.15,215.99,19.5,2.96
6,26,12,511.62,216.31,20.42,2.92
6,26,13,483.03,237.14,20.85,2.84
6,26,14,433.61,164.43,21.03,2.85
6,26,15,311.76,140.25,21.03,2.79
6,26,16,167.64,84.92,20.63,2.69
6,26,17,21.89,20.5,19.49,2.53
6,26,18,0.0,0.0,17.91,2.41
6,26,19,0.0,0.0,16.79,2.29
6,26,20,0.0,0.0,16.03,2.13
6,26,21,0.0,0.0,15.74,2.16
6,26,22,0.0,0.0,15.32,2.03
6,26,23,0.0,0.0,15.03,1.98
6,27,0,0.0,0.0,14.6,1.4
6,27,1,0.0,0.0,14.22,1.49
6,27,2,0.0,0.0,13.93,1.55
6,27,3,0.0,0.0,13.59,1.64
6,27,4,0.0,0.0,13.28,1.63
6,27,5,0.0,0.0,13.01,1.6
6,27,6,0.0,0.0,12.65,1.66
6,27,7,6.2,4.54,12.39,1.76
6,27,8,100.09,56.81,13.08,1.67
6,27,9,188.93,117.63,15.06,1.88
6,27,10,372.02,176.91,16.89,2.52
6,27,11,458.45,213.29,18.35,3.07
6,27,12,526.64,209.14,19.47,3.3
6,27,13,512.18,193.72,20.18,3.45
6,27,14,439.19,162.81,20.49,3.45
6,27,15,316.12,130.54,20.52,3.4
6,27,16,170.79,72.05,19.95,3.4
6,27,17,26.82,14.02,18.94,3.22
6,27,18,0.0,0.0,17.36,2.84
6,27,19,0.0,0.0,16.17,2.55
6,27,20,0.0,0.0,15.39,2.42
6,27,21,0.0,0.0,15.59,1.86
6,27,22,0.0,0.0,15.21,1.47
6,27,23,0.0,0.0,14.87,1.38
6,28,0,0.0,0.0,13.65,2.46
6,28,1,0.0,0.0,13.41,2.63
6,28,2,0.0,0.0,13.12,2.79
6,28,3,0.0,0.0,12.78,2.87
6,28,4,0.0,0.0,12.51,3.02
6,28,5,0.0,0.0,12.31,3.1
6,28,6,0.0,0.0,12.06,3.1
6,28,7,7.5,5.05,11.96,3.02
6,28,8,109.71,68.06,12.88,2.62
6,28,9,216.55,129.08,15.45,2.63
6,28,10,333.54,161.86,17.66,2.97
6,28,11,448.09,194.32,19.22,3.21
6,28,12,544.27,179.12,20.33,3.35
6,28,13,515.21,178.64,21.11,3.38
6,28,14,445.25,135.98,21.43,3.44
6,28,15,310.39,113.89,21.41,3.42
6,28,16,159.05,73.81,20.77,3.37
6,28,17,24.58,12.13,19.76,3.25
6,28,18,0.0,0.0,17.97,2.99
6,28,19,0.0,0.0,16.67,2.88
6,28,20,0.0,0.0,15.7,2.75
6,28,21,0.0,0.0,14.84,2.33
6,28,22,0.0,0.0,14.38,2.32
6,28,23,0.0,0.0,14.02,2.37
6,29,0,0.0,0.0,13.85,2.54
6,29,1,0.0,0.0,13.45,2.48
6,29,2,0.0,0.0,13.13,2.44
6,29,3,0.0,0.0,12.9,2.4
6,29,4,0.0,0.0,12.7,2.35
6,29,5,0.0,0.0,12.43,2.27
6,29,6,0.0,0.0,12.19,2.2
6,29,7,7.81,4.25,12.08,2.18
6,29,8,132.72,63.97,13.07,2.05
6,29,9,271.02,121.84,15.57,2.41
6,29,10,390.7,152.95,17.64,2.44
6,29,11,511.71,163.13,19.47,2.35
6,29,12,602.86,126.56,20.79,2.38
6,29,13,608.83,96.62,21.63,2.36
6,29,14,480.35,141.32,22.01,2.39
6,29,15,352.04,106.29,21.93,2.39
6,29,16,192.87,60.77,21.8,2.4
6,29,17,28.26,10.06,20.69,2.39
6,29,18,0.0,0.0,18.83,2.16
6,29,19,0.0,0.0,17.55,2.03
6,29,20,0.0,0.0,16.64,1.95
6,29,21,0.0,0.0,14.97,2.67
6,29,22,0.0,0.0,14.47,2.63
6,29,23,0.0,0.0,14.14,2.59
6,30,0,0.0,0.0,14.87,1.54
6,30,1,0.0,0.0,14.45,1.47
6,30,2,0.0,0.0,14.12,1.46
6,30,3,0.0,0.0,13.79,1.45
6,30,4,0.0,0.0,13.4,1.56
6,30,5,0.0,0.0,13.12,1.57
6,30,6,0.0,0.0,12.93,1.56
6,30,7,7.2,4.35,12.8,1.6
6,30,8,147.6,59.64,13.78,1.67
6,30,9,281.9,122.47,16.5,2.28
6,30,10,394.41,176.82,18.76,2.15
6,30,11,509.63,177.91,20.51,1.98
6,30,12,570.37,170.06,21.73,1.87
6,30,13,550.3,160.88,22.36,1.89
6,30,14,473.76,144.29,22.51,1.94
6,30,15,347.21,109.51,22.39,1.97
6,30,16,189.24,80.64,21.87,1.86
6,30,17,25.68,19.89,20.64,1.77
6,30,18,0.0,0.0,19.08,1.66
6,30,19,0.0,0.0,17.85,1.52
6,30,20,0.0,0.0,16.96,1.44
6,30,21,0.0,0.0,16.13,1.87
6,30,22,0.0,0.0,15.73,1.79
6,30,23,0.0,0.0,15.35,1.71
7,1,0,0.0,0.0,15.27,1.67
7,1,1,0.0,0.0,14.89,1.8
7,1,2,0.0,0.0,14.6,1.89
7,1,3,0.0,0.0,14.28,1.96
7,1,4,0.0,0.0,13.9,2.05
7,1,5,0.0,0.0,13.63,2.16
7,1,6,0.0,0.0,13.46,2.18
7,1,7,8.01,4.65,13.32,2.16
7,1,8,139.08,59.21,13.96,1.94
7,1,9,258.98,113.26,15.94,1.86
7,1,10,374.85,165.85,17.94,1.86
7,1,11,473.87,204.63,19.62,1.85
7,1,12,563.66,199.22,20.77,1.98
7,1,13,535.15,207.83,21.49,2.13
7,1,14,461.08,184.19,21.68,2.41
7,1,15,342.08,141.68,21.54,2.59
7,1,16,176.61,94.51,21.02,2.53
7,1,17,29.74,20.34,19.79,2.28
7,1,18,0.0,0.0,18.07,1.96
7,1,19,0.0,0.0,16.73,1.7
7,1,20,0.0,0.0,15.85,1.64
7,1,21,0.0,0.0,16.35,1.43
7,1,22,0.0,0.0,15.93,1.49
7,1,23,0.0,0.0,15.62,1.58
7,2,0,0.0,0.0,14.42,1.71
7,2,1,0.0,0.0,14.18,1.67
7,2,2,0.0,0.0,13.9,1.58
7,2,3,0.0,0.0,13.7,1.44
7,2,4,0.0,0.0,13.5,1.88
7,2,5,0.0,0.0,13.33,1.75
7,2,6,0.0,0.0,13.21,1.78
7,2,7,6.16,3.91,13.03,1.75
7,2,8,100.93,61.99,13.6,1.64
7,2,9,187.25,131.22,15.78,2.25
7,2,10,323.82,168.27,17.79,2.72
7,2,11,440.03,225.32,19.24,3.04
7,2,12,487.49,230.09,20.22,3.29
7,2,13,471.06,222.5,20.89,3.38
7,2,14,378.32,210.05,21.16,3.53
7,2,15,284.83,158.76,21.12,3.54
7,2,16,153.89,94.33,20.67,3.47
7,2,17,27.33,19.71,19.67,3.14
7,2,18,0.0,0.0,18.16,2.79
7,2,19,0.0,0.0,16.92,2.6
7,2,20,0.0,0.0,15.97,2.5
7,2,21,0.0,0.0,15.34,1.56
7,2,22,0.0,0.0,14.96,1.53
7,2,23,0.0,0.0,14.7,1.58
7,3,0,0.0,0.0,14.13,1.86
7,3,1,0.0,0.0,13.81,1.75
7,3,2,0.0,0.0,13.68,1.71
7,3,3,0.0,0.0,13.54,1.73
7,3,4,0.0,0.0,13.19,1.73
7,3,5,0.0,0.0,13.0,1.64
7,3,6,0.0,0.0,12.81,1.67
7,3,7,6.78,3.92,12.69,1.77
7,3,8,143.08,48.29,13.38,1.97
7,3,9,267.18,108.92,15.54,2.67
7,3,10,373.74,157.17,17.8,3.05
7,3,11,460.51,214.35,19.59,3.1
7,3,12,548.47,189.03,20.79,3.07
7,3,13,512.25,182.78,21.4,3.04
7,3,14,443.06,169.6,21.57,3.11
7,3,15,325.62,132.3,21.35,3.27
7,3,16,171.45,87.71,20.8,3.36
7,3,17,30.59,21.78,19.62,3.29
7,3,18,0.0,0.0,18.06,3.1
7,3,19,0.0,0.0,16.85,2.95
7,3,20,0.0,0.0,15.96,2.72
7,3,21,0.0,0.0,15.5,2.36
7,3,22,0.0,0.0,15.11,2.22
7,3,23,0.0,0.0,14.62,1.98
7,4,0,0.0,0.0,14.46,2.46
7,4,1,0.0,0.0,14.05,2.41
7,4,2,0.0,0.0,13.76,2.34
7,4,3,0.0,0.0,13.52,2.32
7,4,4,0.0,0.0,13.18,2.32
7,4,5,0.0,0.0,12.97,2.33
7,4,6,0.0,0.0,12.73,2.36
7,4,7,6.25,4.13,12.51,2.38
7,4,8,116.94,60.42,13.25,2.28
7,4,9,238.87,135.89,15.46,2.65
7,4,10,351.98,187.74,17.44,3.19
7,4,11,480.23,202.15,18.97,3.48
7,4,12,567.1,202.05,20.01,3.64
7,4,13,531.51,225.48,20.66,3.72
7,4,14,455.82,201.08,20.89,3.75
7,4,15,334.9,157.23,20.89,3.8
7,4,16,193.15,92.42,20.35,3.94
7,4,17,34.72,20.4,19.23,3.73
7,4,18,0.0,0.0,17.56,3.43
7,4,19,0.0,0.0,16.22,3.12
7,4,20,0.0,0.0,15.29,2.92
7,4,21,0.0,0.0,15.4,2.56
7,4,22,0.0,0.0,15.14,2.53
7,4,23,0.0,0.0,14.88,2.51
7,5,0,0.0,0.0,13.24,2.1
7,5,1,0.0,0.0,12.94,2.11
7,5,2,0.0,0.0,12.7,2.09
7,5,3,0.0,0.0,12.47,2.04
7,5,4,0.0,0.0,12.24,2.15
7,5,5,0.0,0.0,11.92,2.17
7,5,6,0.0,0.0,11.6,2.17
7,5,7,6.88,4.9,11.34,2.15
7,5,8,131.75,66.6,12.45,1.9
7,5,9,248.2,140.52,15.22,2.78
7,5,10,380.89,174.19,17.35,3.41
7,5,11,505.55,209.7,19.04,3.72
7,5,12,559.29,217.03,20.33,3.85
7,5,13,547.53,204.29,21.04,3.91
7,5,14,480.51,171.35,21.33,3.94
7,5,15,339.82,139.34,21.23,3.89
7,5,16,182.68,88.52,20.69,4.0
7,5,17,31.54,13.75,19.65,3.74
7,5,18,0.0,0.0,17.99,3.26
7,5,19,0.0,0.0,16.75,2.87
7,5,20,0.0,0.0,15.8,2.57
7,5,21,0.0,0.0,14.58,2.67
7,5,22,0.0,0.0,13.99,2.42
7,5,23,0.0,0.0,13.58,2.2
7,6,0,0.0,0.0,13.67,1.83
7,6,1,0.0,0.0,13.33,1.77
7,6,2,0.0,0.0,13.09,1.77
7,6,3,0.0,0.0,12.88,1.75
7,6,4,0.0,0.0,12.72,2.03
7,6,5,0.0,0.0,12.46,2.22
7,6,6,0.0,0.0,12.36,2.22
7,6,7,6.89,4.75,12.08,2.21
7,6,8,145.52,68.64,12.83,2.32
7,6,9,283.79,130.32,15.43,2.94
7,6,10,437.73,148.31,17.59,3.35
7,6,11,549.42,156.75,19.33,3.48
7,6,12,634.14,131.8,20.54,3.55
7,6,13,609.39,131.46,21.35,3.56
7,6,14,494.51,143.79,21.69,3.59
7,6,15,358.71,101.48,21.62,3.62
7,6,16,196.07,68.45,21.25,3.68
7,6,17,32.95,12.9,20.05,3.5
7,6,18,0.0,0.0,18.28,3.25
7,6,19,0.0,0.0,16.92,3.07
7,6,20,0.0,0.0,15.96,3.02
7,6,21,0.0,0.0,15.04,2.25
7,6,22,0.0,0.0,14.48,2.04
7,6,23,0.0,0.0,14.05,1.89
7,7,0,0.0,0.0,13.78,2.7
7,7,1,0.0,0.0,13.42,2.7
7,7,2,0.0,0.0,13.09,2.62
7,7,3,0.0,0.0,12.79,2.54
7,7,4,0.0,0.0,12.54,2.44
7,7,5,0.0,0.0,12.18,2.37
7,7,6,0.0,0.0,11.96,2.36
7,7,7,6.49,4.38,11.7,2.44
7,7,8,128.88,57.43,12.51,2.48
7,7,9,249.98,127.72,15.03,3.2
7,7,10,364.89,179.34,17.11,3.67
7,7,11,459.41,194.87,18.74,4.05
7,7,12,521.94,216.27,19.94,4.29
7,7,13,532.78,193.81,20.7,4.37
7,7,14,453.03,178.07,21.11,4.37
7,7,15,330.35,153.78,21.07,4.39
7,7,16,174.23,96.15,20.59,4.25
7,7,17,34.41,19.45,19.51,4.04
7,7,18,0.0,0.0,17.84,3.67
7,7,19,0.0,0.0,16.52,3.4
7,7,20,0.0,0.0,15.63,3.17
7,7,21,0.0,0.0,15.2,2.95
7,7,22,0.0,0.0,14.67,2.85
7,7,23,0.0,0.0,14.22,2.75
7,8,0,0.0,0.0,13.32,2.55
7,8,1,0.0,0.0,12.89,2.48
7,8,2,0.0,0.0,12.54,2.5
7,8,3,0.0,0.0,12.25,2.47
7,8,4,0.0,0.0,12.07,2.77
7,8,5,0.0,0.0,11.93,2.79
7,8,6,0.0,0.0,11.69,2.66
7,8,7,8.36,4.32,11.56,2.71
7,8,8,128.16,79.74,12.47,2.7
7,8,9,245.14,147.77,14.92,3.19
7,8,10,385.14,200.85,17.08,3.53
7,8,11,502.83,224.82,18.53,3.75
7,8,12,564.73,214.36,19.51,3.9
7,8,13,543.33,206.79,20.09,4.04
7,8,14,461.81,185.51,20.34,4.1
7,8,15,329.26,150.16,20.27,4.13
7,8,16,177.66,90.24,19.87,4.24
7,8,17,30.75,19.39,18.84,4.05
7,8,18,0.0,0.0,17.21,3.67
7,8,19,0.0,0.0,16.0,3.43
7,8,20,0.0,0.0,15.17,3.37
7,8,21,0.0,0.0,15.0,2.91
7,8,22,0.0,0.0,14.42,2.79
7,8,23,0.0,0.0,13.84,2.64
7,9,0,0.0,0.0,13.15,3.01
7,9,1,0.0,0.0,12.82,2.88
7,9,2,0.0,0.0,12.46,2.68
7,9,3,0.0,0.0,12.31,2.71
7,9,4,0.0,0.0,12.33,3.02
7,9,5,0.0,0.0,12.26,3.14
7,9,6,0.0,0.0,12.06,3.08
7,9,7,6.84,4.73,11.9,3.08
7,9,8,134.07,49.66,12.73,3.05
7,9,9,274.62,107.94,14.94,3.19
7,9,10,418.66,124.89,16.92,3.26
7,9,11,521.45,167.31,18.52,3.23
7,9,12,599.96,142.75,19.79,3.28
7,9,13,579.23,128.68,20.55,3.34
7,9,14,465.1,182.27,20.92,3.39
7,9,15,343.33,132.52,20.87,3.4
7,9,16,185.03,87.32,20.36,3.28
7,9,17,36.19,23.62,19.07,2.97
7,9,18,0.0,0.0,17.26,2.6
7,9,19,0.0,0.0,16.04,2.55
7,9,20,0.0,0.0,15.2,2.52
7,9,21,0.0,0.0,14.53,3.29
7,9,22,0.0,0.0,14.0,3.22
7,9,23,0.0,0.0,13.56,3.12
7,10,0,0.0,0.0,12.94,2.22
7,10,1,0.0,0.0,12.62,2.22
7,10,2,0.0,0.0,12.36,2.24
7,10,3,0.0,0.0,12.3,2.58
7,10,4,0.0,0.0,11.91,2.2
7,10,5,0.0,0.0,11.7,2.44
7,10,6,0.0,0.0,11.44,2.58
7,10,7,6.7,4.76,11.24,2.62
7,10,8,115.06,70.56,12.15,2.33
7,10,9,227.8,133.27,14.68,2.38
7,10,10,336.02,178.73,16.75,2.74
7,10,11,444.6,216.62,18.55,3.04
7,10,12,524.57,237.25,19.86,3.27
7,10,13,508.69,242.29,20.65,3.33
7,10,14,437.35,213.11,20.89,3.39
7,10,15,313.65,161.87,20.86,3.35
7,10,16,166.09,92.97,20.53,3.34
7,10,17,31.03,16.07,19.5,3.08
7,10,18,0.0,0.0,17.81,2.72
7,10,19,0.0,0.0,16.54,2.5
7,10,20,0.0,0.0,15.67,2.36
7,10,21,0.0,0.0,14.5,2.45
7,10,22,0.0,0.0,13.84,2.23
7,10,23,0.0,0.0,13.38,2.19
7,11,0,0.0,0.0,13.93,2.33
7,11,1,0.0,0.0,13.73,2.5
7,11,2,0.0,0.0,13.52,2.59
7,11,3,0.0,0.0,13.18,2.65
7,11,4,0.0,0.0,13.18,2.44
7,11,5,0.0,0.0,13.17,2.43
7,11,6,0.0,0.0,13.12,2.54
7,11,7,7.47,4.92,12.99,2.64
7,11,8,127.7,63.11,13.52,2.37
7,11,9,229.88,125.94,15.78,2.57
7,11,10,346.82,193.24,17.76,3.01
7,11,11,420.93,223.35,19.3,3.34
7,11,12,503.58,200.77,20.49,3.53
7,11,13,481.19,221.62,21.26,3.65
7,11,14,434.4,194.38,21.48,3.62
7,11,15,327.02,162.88,21.28,3.58
7,11,16,200.96,84.22,20.71,3.52
7,11,17,40.69,21.42,19.55,3.34
7,11,18,0.0,0.0,17.95,3.06
7,11,19,0.0,0.0,16.7,2.85
7,11,20,0.0,0.0,15.81,2.62
7,11,21,0.0,0.0,14.98,2.23
7,11,22,0.0,0.0,14.47,2.18
7,11,23,0.0,0.0,14.15,2.28
7,12,0,0.0,0.0,13.89,2.04
7,12,1,0.0,0.0,13.57,1.94
7,12,2,0.0,0.0,13.27,1.89
7,12,3,0.0,0.0,12.94,1.89
7,12,4,0.0,0.0,12.67,1.89
7,12,5,0.0,0.0,12.47,1.92
7,12,6,0.0,0.0,12.24,1.96
7,12,7,9.65,4.21,11.98,2.05
7,12,8,151.63,54.55,12.74,2.42
7,12,9,307.54,101.27,15.14,3.51
7,12,10,439.93,148.97,17.34,3.94
7,12,11,567.07,154.03,19.09,4.15
7,12,12,608.52,174.96,20.39,4.24
7,12,13,596.66,168.63,21.1,4.22
7,12,14,471.81,222.18,21.4,4.19
7,12,15,385.56,138.13,21.38,4.13
7,12,16,228.96,82.24,21.22,3.94
7,12,17,42.51,21.62,20.02,3.71
7,12,18,0.0,0.0,18.22,3.5
7,12,19,0.0,0.0,16.84,3.31
7,12,20,0.0,0.0,15.83,3.11
